Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR4455156,RNA-Seq,50,9323050,PRJNA350790,SAMN05946100,5941032,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271674,GSM2361528,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361528,Blood Dendritic Cells,SRP092166
SRR4455157,RNA-Seq,50,9323700,PRJNA350790,SAMN05946100,5947715,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271674,GSM2361528,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361528,Blood Dendritic Cells,SRP092166
SRR4455158,RNA-Seq,50,11001250,PRJNA350790,SAMN05946099,6841378,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271675,GSM2361529,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361529,Blood Dendritic Cells,SRP092166
SRR4455159,RNA-Seq,50,10967550,PRJNA350790,SAMN05946099,6831808,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271675,GSM2361529,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361529,Blood Dendritic Cells,SRP092166
SRR4455160,RNA-Seq,50,10157250,PRJNA350790,SAMN05946098,6271168,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271676,GSM2361530,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361530,Blood Dendritic Cells,SRP092166
SRR4455161,RNA-Seq,50,10194150,PRJNA350790,SAMN05946098,6306268,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271676,GSM2361530,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361530,Blood Dendritic Cells,SRP092166
SRR4455162,RNA-Seq,50,9243700,PRJNA350790,SAMN05946097,6105878,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271677,GSM2361531,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361531,Blood Dendritic Cells,SRP092166
SRR4455163,RNA-Seq,50,9337850,PRJNA350790,SAMN05946097,6156961,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271677,GSM2361531,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361531,Blood Dendritic Cells,SRP092166
SRR4455164,RNA-Seq,50,15376350,PRJNA350790,SAMN05946096,9451173,"primary human conventional dendritic cells (cDCs),CD1c+ cDC",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271678,GSM2361532,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361532,Blood Dendritic Cells,SRP092166
SRR4455165,RNA-Seq,50,15363350,PRJNA350790,SAMN05946096,9453389,"primary human conventional dendritic cells (cDCs),CD1c+ cDC",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271678,GSM2361532,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361532,Blood Dendritic Cells,SRP092166
SRR4455166,RNA-Seq,50,2312200,PRJNA350790,SAMN05946095,1585908,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271679,GSM2361533,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361533,Blood Dendritic Cells,SRP092166
SRR4455167,RNA-Seq,50,2306200,PRJNA350790,SAMN05946095,1582945,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271679,GSM2361533,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361533,Blood Dendritic Cells,SRP092166
SRR4455168,RNA-Seq,50,14353650,PRJNA350790,SAMN05946094,9162599,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271680,GSM2361534,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361534,Blood Dendritic Cells,SRP092166
SRR4455169,RNA-Seq,50,14456800,PRJNA350790,SAMN05946094,9229546,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271680,GSM2361534,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361534,Blood Dendritic Cells,SRP092166
SRR4455170,RNA-Seq,50,19768000,PRJNA350790,SAMN05946093,12166308,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271681,GSM2361535,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361535,Blood Dendritic Cells,SRP092166
SRR4455171,RNA-Seq,50,19805300,PRJNA350790,SAMN05946093,12207489,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271681,GSM2361535,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361535,Blood Dendritic Cells,SRP092166
SRR4455172,RNA-Seq,50,2284250,PRJNA350790,SAMN05946092,1814965,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271682,GSM2361536,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361536,Blood Dendritic Cells,SRP092166
SRR4455173,RNA-Seq,50,2217700,PRJNA350790,SAMN05946092,1765821,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271682,GSM2361536,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361536,Blood Dendritic Cells,SRP092166
SRR4455174,RNA-Seq,50,12079900,PRJNA350790,SAMN05946091,7690979,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271683,GSM2361537,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361537,Blood Dendritic Cells,SRP092166
SRR4455175,RNA-Seq,50,12168250,PRJNA350790,SAMN05946091,7748572,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271683,GSM2361537,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361537,Blood Dendritic Cells,SRP092166
SRR4455176,RNA-Seq,50,10487450,PRJNA350790,SAMN05946090,6518659,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271684,GSM2361538,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361538,Blood Dendritic Cells,SRP092166
SRR4455177,RNA-Seq,50,10511400,PRJNA350790,SAMN05946090,6532779,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271684,GSM2361538,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361538,Blood Dendritic Cells,SRP092166
SRR4455178,RNA-Seq,50,13212850,PRJNA350790,SAMN05946089,8134489,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271685,GSM2361539,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361539,Blood Dendritic Cells,SRP092166
SRR4455179,RNA-Seq,50,13262400,PRJNA350790,SAMN05946089,8170606,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271685,GSM2361539,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361539,Blood Dendritic Cells,SRP092166
SRR4455180,RNA-Seq,50,555900,PRJNA350790,SAMN05946088,469778,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271686,GSM2361540,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361540,Blood Dendritic Cells,SRP092166
SRR4455181,RNA-Seq,50,533450,PRJNA350790,SAMN05946088,450880,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271686,GSM2361540,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361540,Blood Dendritic Cells,SRP092166
SRR4455182,RNA-Seq,50,10999950,PRJNA350790,SAMN05946087,6835737,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271687,GSM2361541,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361541,Blood Dendritic Cells,SRP092166
SRR4455183,RNA-Seq,50,11001500,PRJNA350790,SAMN05946087,6845532,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271687,GSM2361541,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361541,Blood Dendritic Cells,SRP092166
SRR4455184,RNA-Seq,50,13094850,PRJNA350790,SAMN05946086,8200310,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271688,GSM2361542,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361542,Blood Dendritic Cells,SRP092166
SRR4455185,RNA-Seq,50,13178850,PRJNA350790,SAMN05946086,8267452,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271688,GSM2361542,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361542,Blood Dendritic Cells,SRP092166
SRR4455186,RNA-Seq,50,20266250,PRJNA350790,SAMN05946085,12425877,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271689,GSM2361543,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361543,Blood Dendritic Cells,SRP092166
SRR4455187,RNA-Seq,50,20289950,PRJNA350790,SAMN05946085,12463092,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271689,GSM2361543,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361543,Blood Dendritic Cells,SRP092166
SRR4455188,RNA-Seq,50,4455950,PRJNA350790,SAMN05946084,3027213,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271690,GSM2361544,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361544,Blood Dendritic Cells,SRP092166
SRR4455189,RNA-Seq,50,4546400,PRJNA350790,SAMN05946084,3089180,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271690,GSM2361544,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361544,Blood Dendritic Cells,SRP092166
SRR4455190,RNA-Seq,50,16426850,PRJNA350790,SAMN05946083,10207542,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271691,GSM2361545,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361545,Blood Dendritic Cells,SRP092166
SRR4455191,RNA-Seq,50,16549750,PRJNA350790,SAMN05946083,10299116,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271691,GSM2361545,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361545,Blood Dendritic Cells,SRP092166
SRR4455192,RNA-Seq,50,11601150,PRJNA350790,SAMN05946082,7301531,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271692,GSM2361546,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361546,Blood Dendritic Cells,SRP092166
SRR4455193,RNA-Seq,50,11625000,PRJNA350790,SAMN05946082,7322423,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271692,GSM2361546,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361546,Blood Dendritic Cells,SRP092166
SRR4455194,RNA-Seq,50,12757950,PRJNA350790,SAMN05946081,7886704,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271693,GSM2361547,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361547,Blood Dendritic Cells,SRP092166
SRR4455195,RNA-Seq,50,12770950,PRJNA350790,SAMN05946081,7906896,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271693,GSM2361547,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361547,Blood Dendritic Cells,SRP092166
SRR4455196,RNA-Seq,50,10963000,PRJNA350790,SAMN05946080,6789095,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271694,GSM2361548,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361548,Blood Dendritic Cells,SRP092166
SRR4455197,RNA-Seq,50,10981450,PRJNA350790,SAMN05946080,6810699,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271694,GSM2361548,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361548,Blood Dendritic Cells,SRP092166
SRR4455198,RNA-Seq,50,1153050,PRJNA350790,SAMN05946079,948985,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271695,GSM2361549,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361549,Blood Dendritic Cells,SRP092166
SRR4455199,RNA-Seq,50,1119100,PRJNA350790,SAMN05946079,923925,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271695,GSM2361549,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361549,Blood Dendritic Cells,SRP092166
SRR4455200,RNA-Seq,50,10430100,PRJNA350790,SAMN05946078,6494113,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271696,GSM2361550,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361550,Blood Dendritic Cells,SRP092166
SRR4455201,RNA-Seq,50,10370900,PRJNA350790,SAMN05946078,6461693,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271696,GSM2361550,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361550,Blood Dendritic Cells,SRP092166
SRR4455202,RNA-Seq,50,10633300,PRJNA350790,SAMN05946077,6772855,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271697,GSM2361551,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361551,Blood Dendritic Cells,SRP092166
SRR4455203,RNA-Seq,50,10684500,PRJNA350790,SAMN05946077,6813765,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271697,GSM2361551,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361551,Blood Dendritic Cells,SRP092166
SRR4455204,RNA-Seq,50,16623900,PRJNA350790,SAMN05946076,10169676,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271698,GSM2361552,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361552,Blood Dendritic Cells,SRP092166
SRR4455205,RNA-Seq,50,16595900,PRJNA350790,SAMN05946076,10170105,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271698,GSM2361552,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361552,Blood Dendritic Cells,SRP092166
SRR4455206,RNA-Seq,50,15246050,PRJNA350790,SAMN05946075,9484191,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271699,GSM2361553,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361553,Blood Dendritic Cells,SRP092166
SRR4455207,RNA-Seq,50,15303600,PRJNA350790,SAMN05946075,9529857,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271699,GSM2361553,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361553,Blood Dendritic Cells,SRP092166
SRR4455208,RNA-Seq,50,13370600,PRJNA350790,SAMN05946074,8410082,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271700,GSM2361554,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361554,Blood Dendritic Cells,SRP092166
SRR4455209,RNA-Seq,50,13420200,PRJNA350790,SAMN05946074,8455905,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271700,GSM2361554,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361554,Blood Dendritic Cells,SRP092166
SRR4455210,RNA-Seq,50,11531550,PRJNA350790,SAMN05946073,7154824,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271701,GSM2361555,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361555,Blood Dendritic Cells,SRP092166
SRR4455211,RNA-Seq,50,11475600,PRJNA350790,SAMN05946073,7131324,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271701,GSM2361555,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361555,Blood Dendritic Cells,SRP092166
SRR4455212,RNA-Seq,50,8653850,PRJNA350790,SAMN05946072,5873849,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271702,GSM2361556,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361556,Blood Dendritic Cells,SRP092166
SRR4455213,RNA-Seq,50,8713450,PRJNA350790,SAMN05946072,5904706,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271702,GSM2361556,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361556,Blood Dendritic Cells,SRP092166
SRR4455214,RNA-Seq,50,11677300,PRJNA350790,SAMN05946071,7340166,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271703,GSM2361557,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361557,Blood Dendritic Cells,SRP092166
SRR4455215,RNA-Seq,50,11725750,PRJNA350790,SAMN05946071,7381051,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271703,GSM2361557,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361557,Blood Dendritic Cells,SRP092166
SRR4455216,RNA-Seq,50,16725650,PRJNA350790,SAMN05946070,10452855,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271704,GSM2361558,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361558,Blood Dendritic Cells,SRP092166
SRR4455217,RNA-Seq,50,16820900,PRJNA350790,SAMN05946070,10520786,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271704,GSM2361558,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361558,Blood Dendritic Cells,SRP092166
SRR4455218,RNA-Seq,50,17667400,PRJNA350790,SAMN05946198,10816326,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271705,GSM2361559,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361559,Blood Dendritic Cells,SRP092166
SRR4455219,RNA-Seq,50,17678600,PRJNA350790,SAMN05946198,10845689,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271705,GSM2361559,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361559,Blood Dendritic Cells,SRP092166
SRR4455220,RNA-Seq,50,15029100,PRJNA350790,SAMN05946197,9388060,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271706,GSM2361560,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361560,Blood Dendritic Cells,SRP092166
SRR4455221,RNA-Seq,50,15106300,PRJNA350790,SAMN05946197,9432055,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271706,GSM2361560,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361560,Blood Dendritic Cells,SRP092166
SRR4455222,RNA-Seq,50,13917500,PRJNA350790,SAMN05946196,8705927,"CD1c+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271707,GSM2361561,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361561,Blood Dendritic Cells,SRP092166
