Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,Experiment,gender,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR2013742,RNA-Seq,202,860123070,PRJNA269154,SAMN03611916,545811686,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021547,female,GSM1677773,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677773,Somatic Cells,SRP050499
SRR2013743,RNA-Seq,202,798674266,PRJNA269154,SAMN03611917,507165518,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021548,female,GSM1677774,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677774,Somatic Cells,SRP050499
SRR2013744,RNA-Seq,202,820680752,PRJNA269154,SAMN03611918,520958313,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021549,female,GSM1677775,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677775,Somatic Cells,SRP050499
SRR2013745,RNA-Seq,202,845648760,PRJNA269154,SAMN03611919,532208855,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021550,female,GSM1677776,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677776,Somatic Cells,SRP050499
SRR2013746,RNA-Seq,202,896486706,PRJNA269154,SAMN03611920,563636508,GEO,public,"sra,fastq",s3,s3.us-east-1,11 week gestation,SRX1021551,female,GSM1677777,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677777,Somatic Cells,SRP050499
SRR2013747,RNA-Seq,202,891619920,PRJNA269154,SAMN03611921,558825908,GEO,public,"sra,fastq",s3,s3.us-east-1,11 week gestation,SRX1021552,female,GSM1677778,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677778,Somatic Cells,SRP050499
SRR2013748,RNA-Seq,202,930266156,PRJNA269154,SAMN03611922,587757744,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021553,female,GSM1677779,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677779,Somatic Cells,SRP050499
SRR2013749,RNA-Seq,202,1085585370,PRJNA269154,SAMN03611923,685811242,GEO,public,"sra,fastq",s3,s3.us-east-1,11 week gestation,SRX1021554,female,GSM1677780,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677780,Somatic Cells,SRP050499
SRR2013750,RNA-Seq,202,863243768,PRJNA269154,SAMN03611924,543994490,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021555,female,GSM1677781,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677781,Somatic Cells,SRP050499
SRR2013751,RNA-Seq,202,878171770,PRJNA269154,SAMN03611925,554045683,GEO,public,"sra,fastq",s3,s3.us-east-1,11 week gestation,SRX1021556,female,GSM1677782,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677782,Somatic Cells,SRP050499
SRR2013752,RNA-Seq,202,404257348,PRJNA269154,SAMN03611926,256106264,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021557,female,GSM1677783,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677783,Somatic Cells,SRP050499
SRR2013753,RNA-Seq,202,368949768,PRJNA269154,SAMN03611927,232066505,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021558,female,GSM1677784,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677784,Somatic Cells,SRP050499
SRR2013754,RNA-Seq,202,823627326,PRJNA269154,SAMN03611928,505138173,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021559,female,GSM1677785,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677785,Somatic Cells,SRP050499
SRR2013755,RNA-Seq,202,1170343358,PRJNA269154,SAMN03611929,726285096,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021560,female,GSM1677786,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677786,Somatic Cells,SRP050499
SRR2013756,RNA-Seq,202,946539680,PRJNA269154,SAMN03611930,613401088,GEO,public,"fastq,sra",s3,s3.us-east-1,17 week gestation,SRX1021561,female,GSM1677787,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677787,Somatic Cells,SRP050499
SRR2013757,RNA-Seq,202,932499266,PRJNA269154,SAMN03611931,596787216,GEO,public,"fastq,sra",s3,s3.us-east-1,17 week gestation,SRX1021562,female,GSM1677788,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677788,Somatic Cells,SRP050499
SRR2013758,RNA-Seq,202,781227930,PRJNA269154,SAMN03611932,494133289,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021563,female,GSM1677789,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677789,Somatic Cells,SRP050499
SRR2013759,RNA-Seq,202,825565718,PRJNA269154,SAMN03611933,525684819,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021564,female,GSM1677790,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677790,Somatic Cells,SRP050499
SRR2013760,RNA-Seq,202,338701682,PRJNA269154,SAMN03611934,208453941,GEO,public,"fastq,sra",s3,s3.us-east-1,17 week gestation,SRX1021565,female,GSM1677791,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677791,Somatic Cells,SRP050499
SRR2013761,RNA-Seq,202,883376502,PRJNA269154,SAMN03611935,574429048,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021566,female,GSM1677792,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677792,Primordial Germ Cells,SRP050499
SRR2013762,RNA-Seq,202,925232518,PRJNA269154,SAMN03612066,610868669,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021567,female,GSM1677793,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677793,Primordial Germ Cells,SRP050499
SRR2013763,RNA-Seq,202,954498480,PRJNA269154,SAMN03612067,632257650,GEO,public,"fastq,sra",s3,s3.us-east-1,8 week gestation,SRX1021568,female,GSM1677794,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677794,Primordial Germ Cells,SRP050499
SRR2013764,RNA-Seq,202,1022891842,PRJNA269154,SAMN03612068,671824438,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021569,female,GSM1677795,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677795,Primordial Germ Cells,SRP050499
SRR2013765,RNA-Seq,202,1385862612,PRJNA269154,SAMN03612069,909182790,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021570,female,GSM1677796,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677796,Primordial Germ Cells,SRP050499
SRR2013766,RNA-Seq,202,1310968284,PRJNA269154,SAMN03612070,857904507,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021571,female,GSM1677797,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677797,Primordial Germ Cells,SRP050499
SRR2013767,RNA-Seq,202,1523942944,PRJNA269154,SAMN03612071,1001630665,GEO,public,"fastq,sra",s3,s3.us-east-1,8 week gestation,SRX1021572,female,GSM1677798,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677798,Primordial Germ Cells,SRP050499
SRR2013768,RNA-Seq,202,1005182098,PRJNA269154,SAMN03612072,657189798,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021573,female,GSM1677799,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677799,Primordial Germ Cells,SRP050499
SRR2013769,RNA-Seq,202,1337765806,PRJNA269154,SAMN03612073,873918060,GEO,public,fastq,s3,s3.us-east-1,8 week gestation,SRX1021574,female,GSM1677800,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677800,Primordial Germ Cells,SRP050499
SRR2013770,Bisulfite-Seq,200,14881867400,PRJNA269154,SAMN03612074,10408997585,GEO,public,"sra,fastq",s3,s3.us-east-1,5 week gestation,SRX1021575,male,GSM1677801,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677801,Brain,SRP050499
SRR2013771,Bisulfite-Seq,300,11100753900,PRJNA269154,SAMN03612075,5899309564,GEO,public,"fastq,sra",s3,s3.us-east-1,5 week gestation,SRX1021576,male,GSM1677802,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677802,Brain,SRP050499
SRR2013772,Bisulfite-Seq,300,29778513900,PRJNA269154,SAMN03612076,14476893954,GEO,public,"fastq,sra",s3,s3.us-east-1,5 week gestation,SRX1021577,male,GSM1677803,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677803,Brain,SRP050499
SRR2013773,Bisulfite-Seq,200,10378119200,PRJNA269154,SAMN03612077,7390280849,GEO,public,sra,s3,s3.us-east-1,5 week gestation,SRX1021578,male,GSM1677804,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677804,Heart,SRP050499
SRR2013774,Bisulfite-Seq,300,4084472700,PRJNA269154,SAMN03612078,2177820438,GEO,public,"sra,fastq",s3,s3.us-east-1,5 week gestation,SRX1021579,male,GSM1677805,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677805,Heart,SRP050499
SRR2013775,Bisulfite-Seq,300,22878877200,PRJNA269154,SAMN03612079,11192581935,GEO,public,sra,s3,s3.us-east-1,5 week gestation,SRX1021580,male,GSM1677806,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677806,Heart,SRP050499
SRR2013776,Bisulfite-Seq,200,41972627800,PRJNA269154,SAMN03612080,29703956593,GEO,public,sra,s3,s3.us-east-1,7 week gestation,SRX1021581,male,GSM1677807,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677807,Primordial Germ Cells,SRP050499
SRR2013777,Bisulfite-Seq,300,23451424200,PRJNA269154,SAMN03612081,12423265759,GEO,public,"sra,fastq",s3,s3.us-east-1,7 week gestation,SRX1021582,male,GSM1677808,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677808,Primordial Germ Cells,SRP050499
SRR2013778,Bisulfite-Seq,200,44597168000,PRJNA269154,SAMN03612082,31468800781,GEO,public,sra,s3,s3.us-east-1,7 week gestation,SRX1021583,male,GSM1677809,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677809,Primordial Germ Cells,SRP050499
SRR2013779,Bisulfite-Seq,300,26093889600,PRJNA269154,SAMN03612083,13804137402,GEO,public,"fastq,sra",s3,s3.us-east-1,7 week gestation,SRX1021584,male,GSM1677810,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677810,Primordial Germ Cells,SRP050499
SRR2013780,Bisulfite-Seq,300,11759913000,PRJNA269154,SAMN03612087,6079720702,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021588,male,GSM1677814,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677814,Primordial Germ Cells,SRP050499
SRR2013781,Bisulfite-Seq,200,50123229800,PRJNA269154,SAMN03612084,34936459350,GEO,public,sra,s3,s3.us-east-1,10 week gestation,SRX1021585,male,GSM1677811,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677811,Primordial Germ Cells,SRP050499
SRR2013782,Bisulfite-Seq,300,21320469300,PRJNA269154,SAMN03612085,10969978464,GEO,public,"sra,fastq",s3,s3.us-east-1,10 week gestation,SRX1021586,male,GSM1677812,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677812,Primordial Germ Cells,SRP050499
SRR2013783,Bisulfite-Seq,200,38495632600,PRJNA269154,SAMN03612086,26744085771,GEO,public,sra,s3,s3.us-east-1,11 week gestation,SRX1021587,male,GSM1677813,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677813,Primordial Germ Cells,SRP050499
SRR2013784,Bisulfite-Seq,200,34781040200,PRJNA269154,SAMN03612088,24162527728,GEO,public,sra,s3,s3.us-east-1,11 week gestation,SRX1021589,male,GSM1677815,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677815,Primordial Germ Cells,SRP050499
SRR2013785,Bisulfite-Seq,300,17962811700,PRJNA269154,SAMN03612089,9296131343,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021590,male,GSM1677816,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677816,Primordial Germ Cells,SRP050499
SRR2013786,Bisulfite-Seq,300,76055238300,PRJNA269154,SAMN03612090,40181053632,GEO,public,sra,s3,s3.us-east-1,13 week gestation,SRX1021591,male,GSM1677817,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677817,Primordial Germ Cells,SRP050499
SRR2013787,Bisulfite-Seq,300,45231087000,PRJNA269154,SAMN03612091,23209027679,GEO,public,sra,s3,s3.us-east-1,19 week gestation,SRX1021592,male,GSM1677818,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677818,Primordial Germ Cells,SRP050499
SRR2013788,Bisulfite-Seq,300,60481886700,PRJNA269154,SAMN03612092,30849484856,GEO,public,sra,s3,s3.us-east-1,19 week gestation,SRX1021593,male,GSM1677819,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677819,Primordial Germ Cells,SRP050499
SRR2013789,Bisulfite-Seq,200,9966658600,PRJNA269154,SAMN03612093,7063779755,GEO,public,sra,s3,s3.us-east-1,7 week gestation,SRX1021594,male,GSM1677820,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677820,Gonadal Somatic Cells,SRP050499
SRR2013790,Bisulfite-Seq,300,3701210100,PRJNA269154,SAMN03612094,1972181449,GEO,public,"sra,fastq",s3,s3.us-east-1,7 week gestation,SRX1021595,male,GSM1677821,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677821,Gonadal Somatic Cells,SRP050499
SRR2013791,Bisulfite-Seq,200,8980210200,PRJNA269154,SAMN03612095,6387230408,GEO,public,sra,s3,s3.us-east-1,7 week gestation,SRX1021596,male,GSM1677822,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677822,Gonadal Somatic Cells,SRP050499
SRR2013792,Bisulfite-Seq,300,3906816000,PRJNA269154,SAMN03611936,2084523871,GEO,public,"fastq,sra",s3,s3.us-east-1,7 week gestation,SRX1021597,male,GSM1677823,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677823,Gonadal Somatic Cells,SRP050499
SRR2013793,Bisulfite-Seq,300,4096691700,PRJNA269154,SAMN03611940,2118817595,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021601,male,GSM1677827,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677827,Gonadal Somatic Cells,SRP050499
SRR2013794,Bisulfite-Seq,200,12353389400,PRJNA269154,SAMN03611937,8799525037,GEO,public,sra,s3,s3.us-east-1,10 week gestation,SRX1021598,male,GSM1677824,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677824,Gonadal Somatic Cells,SRP050499
SRR2013795,Bisulfite-Seq,300,3764234400,PRJNA269154,SAMN03611938,1962213620,GEO,public,"sra,fastq",s3,s3.us-east-1,10 week gestation,SRX1021599,male,GSM1677825,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677825,Gonadal Somatic Cells,SRP050499
SRR2013796,Bisulfite-Seq,200,10460148600,PRJNA269154,SAMN03611939,7407096305,GEO,public,sra,s3,s3.us-east-1,11 week gestation,SRX1021600,male,GSM1677826,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677826,Gonadal Somatic Cells,SRP050499
SRR2013797,Bisulfite-Seq,300,38548646400,PRJNA269154,SAMN03611941,18628092411,GEO,public,sra,s3,s3.us-east-1,11 week gestation,SRX1021602,male,GSM1677828,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677828,Gonadal Somatic Cells,SRP050499
SRR2013798,Bisulfite-Seq,300,25931177400,PRJNA269154,SAMN03611942,13262733619,GEO,public,sra,s3,s3.us-east-1,19 week gestation,SRX1021603,male,GSM1677829,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677829,Gonadal Somatic Cells,SRP050499
SRR2013799,Bisulfite-Seq,300,46981303200,PRJNA269154,SAMN03611943,24997176013,GEO,public,sra,s3,s3.us-east-1,10 week gestation,SRX1021604,female,GSM1677830,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677830,Primordial Germ Cells,SRP050499
SRR2013800,Bisulfite-Seq,300,33652076700,PRJNA269154,SAMN03611944,17789221372,GEO,public,sra,s3,s3.us-east-1,10 week gestation,SRX1021605,female,GSM1677831,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677831,Primordial Germ Cells,SRP050499
SRR2013801,Bisulfite-Seq,300,88034104200,PRJNA269154,SAMN03611945,46369239993,GEO,public,sra,s3,s3.us-east-1,11 week gestation,SRX1021606,female,GSM1677832,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677832,Primordial Germ Cells,SRP050499
SRR2013802,Bisulfite-Seq,300,107725540500,PRJNA269154,SAMN03611946,56543175651,GEO,public,sra,s3,s3.us-east-1,17 week gestation,SRX1021607,female,GSM1677833,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677833,Primordial Germ Cells,SRP050499
SRR2013803,Bisulfite-Seq,300,17202121500,PRJNA269154,SAMN03611947,9141802857,GEO,public,sra,s3,s3.us-east-1,17 week gestation,SRX1021608,female,GSM1677834,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677834,Gonadal Somatic Cells,SRP050499
SRR2013804,Bisulfite-Seq,250,23356873750,PRJNA269154,SAMN03611948,12744600889,GEO,public,"sra,fastq",s3,s3.us-east-1,10 week gestation,SRX1021609,male,GSM1677835,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677835,Primordial Germ Cells,SRP050499
SRR2013805,Bisulfite-Seq,250,61120818500,PRJNA269154,SAMN03611949,32652253213,GEO,public,"sra,fastq",s3,s3.us-east-1,10 week gestation,SRX1021610,male,GSM1677836,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677836,Primordial Germ Cells,SRP050499
